Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\HabitSunrise\PCB_Project\Project Outputs for HabitSunrise\Pick Place for LED.csv

========================================================================================================================
File Design Information:

Date:       06/04/24
Time:       11:12
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"D44","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3875.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D45","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","4250.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D46","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","4625.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D47","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5000.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D48","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5375.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D49","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5750.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D50","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","6125.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D51","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","6500.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"C52","22uF","TopLayer","1206_Passive_Capacitor","6675.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C53","22uF","TopLayer","1206_Passive_Capacitor","6300.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C54","22uF","TopLayer","1206_Passive_Capacitor","5925.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C55","22uF","TopLayer","1206_Passive_Capacitor","5550.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C56","22uF","TopLayer","1206_Passive_Capacitor","5175.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C57","22uF","TopLayer","1206_Passive_Capacitor","4800.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C59","22uF","TopLayer","1206_Passive_Capacitor","4050.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C60","22uF","TopLayer","1206_Passive_Capacitor","3675.000","3225.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C61","22uF","TopLayer","1206_Passive_Capacitor","3300.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C62","22uF","TopLayer","1206_Passive_Capacitor","2925.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C63","22uF","TopLayer","1206_Passive_Capacitor","2550.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C64","22uF","TopLayer","1206_Passive_Capacitor","2175.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C65","22uF","TopLayer","1206_Passive_Capacitor","1800.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C66","22uF","TopLayer","1206_Passive_Capacitor","1425.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C67","22uF","TopLayer","1206_Passive_Capacitor","1050.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C68","22uF","TopLayer","1206_Passive_Capacitor","675.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"D52","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","6500.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D53","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","6125.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D54","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5750.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D55","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5375.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D56","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5000.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D57","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","4625.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D58","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","4250.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D59","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3875.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D61","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3125.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D62","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2750.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D63","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2375.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D64","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2000.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D65","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","1625.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D66","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","1250.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D67","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","875.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D68","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","500.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D60","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3500.000","3150.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D26","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3500.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D34","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","500.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D33","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","875.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D32","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","1250.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D31","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","1625.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D30","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2000.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D29","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2375.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D28","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2750.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D27","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3125.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D25","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3875.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D24","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","4250.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D23","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","4625.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D22","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5000.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D21","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5375.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D20","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5750.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D19","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","6125.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D18","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","6500.000","3850.000","270","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"C34","22uF","TopLayer","1206_Passive_Capacitor","675.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C33","22uF","TopLayer","1206_Passive_Capacitor","1050.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C32","22uF","TopLayer","1206_Passive_Capacitor","1425.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C31","22uF","TopLayer","1206_Passive_Capacitor","1800.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C30","22uF","TopLayer","1206_Passive_Capacitor","2175.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C29","22uF","TopLayer","1206_Passive_Capacitor","2550.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C28","22uF","TopLayer","1206_Passive_Capacitor","2925.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C27","22uF","TopLayer","1206_Passive_Capacitor","3300.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C26","22uF","TopLayer","1206_Passive_Capacitor","3675.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C25","22uF","TopLayer","1206_Passive_Capacitor","4050.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C24","22uF","TopLayer","1206_Passive_Capacitor","4425.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C23","22uF","TopLayer","1206_Passive_Capacitor","4800.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C22","22uF","TopLayer","1206_Passive_Capacitor","5175.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C21","22uF","TopLayer","1206_Passive_Capacitor","5550.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C20","22uF","TopLayer","1206_Passive_Capacitor","5925.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C19","22uF","TopLayer","1206_Passive_Capacitor","6300.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C18","22uF","TopLayer","1206_Passive_Capacitor","6675.000","3900.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"5V","10x Probe TP","TopLayer","TP10x_Probe","3825.000","6700.000","0","Test Point 300 mil centers"
"Strip 1","10x Probe TP","TopLayer","TP10x_Probe","3300.000","6700.000","180","Test Point 300 mil centers"
"R1","1k","TopLayer","1206_Passive_Resitor","3725.000","6450.000","180","CHIP RESISTOR - SURFACE MOUNT 1KOHMS ±1% 1/4W 1206 ROHS"
"LED1","Red","TopLayer","LED_1206","4000.000","6450.000","0","Red 621~631nm 1206 Light Emitting Diodes (LED) RoHS"
"D17","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","6500.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D16","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","6125.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D15","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5750.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D14","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5375.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D13","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5000.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D12","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","4625.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D11","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","4250.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D10","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3875.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D9","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3500.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D8","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3125.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D7","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2750.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D6","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2375.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D5","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2000.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D4","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","1625.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D3","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","1250.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D2","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","875.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D1","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","500.000","4200.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"C17","22uF","TopLayer","1206_Passive_Capacitor","6325.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C16","22uF","TopLayer","1206_Passive_Capacitor","5950.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C15","22uF","TopLayer","1206_Passive_Capacitor","5575.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C14","22uF","TopLayer","1206_Passive_Capacitor","5200.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C13","22uF","TopLayer","1206_Passive_Capacitor","4825.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C12","22uF","TopLayer","1206_Passive_Capacitor","4450.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C11","22uF","TopLayer","1206_Passive_Capacitor","4075.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C10","22uF","TopLayer","1206_Passive_Capacitor","3700.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C9","22uF","TopLayer","1206_Passive_Capacitor","3325.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C8","22uF","TopLayer","1206_Passive_Capacitor","2950.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C7","22uF","TopLayer","1206_Passive_Capacitor","2575.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C6","22uF","TopLayer","1206_Passive_Capacitor","2200.000","4150.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
